device_id,current_protocol,payload_size,latency,jitter,throughput,packet_loss
gateway-159,MQTT,1092.718,11.85,7.89,84.39,0.6809
gateway-159,MQTT,979.446,13.629,9.38,48.662,1.6534
gateway-159,MQTT,930.299,38.122,9.6,43.704,0.2174
gateway-159,MQTT,1296.46,46.762,2.244,114.298,1.1812
gateway-159,MQTT,869.104,41.779,5.011,60.177,1.4061
gateway-159,MQTT,107.946,13.943,7.163,68.688,0.0
gateway-159,MQTT,1925.8,41.476,8.008,103.57,1.1692
gateway-159,MQTT,851.564,44.434,9.616,72.676,1.6457
gateway-159,MQTT,528.714,20.364,9.06,135.657,1.0316
smart_meter-160,LoRaWAN,22.41,189.635,3.975,0.243,4.7369
smart_meter-160,LoRaWAN,16.015,217.098,0.1,0.532,4.9582
smart_meter-160,LoRaWAN,16.153,239.026,2.625,0.996,2.6346
smart_meter-160,LoRaWAN,28.558,172.749,0.1,0.344,8.2748
smart_meter-160,LoRaWAN,35.679,210.744,1.899,0.513,1.3422
smart_meter-160,LoRaWAN,29.76,155.873,2.194,0.712,2.5028
env_sensor-161,MQTT,25.112,46.048,1.501,3.207,1.1728
env_sensor-161,MQTT,86.876,50.306,1.06,5.121,1.9328
env_sensor-161,MQTT,33.375,23.777,2.941,3.563,2.6282
env_sensor-161,MQTT,73.282,6.4,5.777,3.265,1.4474
actuator-162,MQTT,106.509,19.988,2.956,10.569,1.128
actuator-162,MQTT,82.527,14.5,0.148,5.923,0.1475
actuator-162,MQTT,33.654,27.124,6.695,13.428,0.1594
actuator-162,MQTT,94.917,28.321,15.369,8.659,0.0
actuator-162,MQTT,88.462,16.562,2.414,8.216,1.0306
actuator-162,MQTT,197.331,34.993,6.877,3.967,1.8917
actuator-162,MQTT,57.109,29.139,4.275,8.104,0.5233
camera-163,LoRaWAN,2245.612,70.07,3.388,228.906,0.4289
camera-163,LoRaWAN,2788.763,34.469,5.856,88.652,0.1909
camera-163,LoRaWAN,569.485,85.074,0.1,187.403,0.0
camera-163,LoRaWAN,1467.69,64.578,6.689,51.889,1.6756
gateway-164,MQTT,1465.739,60.966,5.749,109.997,1.3724
gateway-164,MQTT,804.513,58.523,4.9,43.448,0.8498
gateway-164,MQTT,1158.921,56.888,1.176,131.286,1.8967
gateway-164,MQTT,829.587,48.274,3.767,84.714,1.9624
gateway-164,MQTT,382.245,49.239,8.415,41.913,1.7205
gateway-164,MQTT,1527.873,71.634,13.119,120.369,0.3899
gateway-164,MQTT,8.0,63.57,8.657,26.043,0.4512
gateway-164,MQTT,518.34,36.78,5.457,54.517,0.8836
gateway-164,MQTT,1630.834,49.407,4.375,8.925,2.1289
smart_meter-165,HTTPS,29.931,109.721,1.529,0.308,4.3368
smart_meter-165,HTTPS,30.941,210.424,1.843,0.345,0.0
smart_meter-165,HTTPS,36.425,230.986,3.107,0.23,4.9178
smart_meter-165,HTTPS,30.785,307.031,1.664,0.16,0.6843
smart_meter-165,HTTPS,46.766,237.628,2.89,0.152,4.6672
env_sensor-166,HTTPS,61.014,24.851,4.149,0.635,2.0364
env_sensor-166,HTTPS,33.797,36.929,1.715,7.428,1.6392
env_sensor-166,HTTPS,58.581,26.698,0.583,1.321,1.9257
env_sensor-166,HTTPS,59.798,34.959,0.681,9.533,0.2863
env_sensor-166,HTTPS,64.861,13.755,2.307,4.906,4.1346
actuator-167,MQTT,177.616,29.725,5.805,7.295,0.0
actuator-167,MQTT,70.779,25.86,4.449,11.601,0.795
actuator-167,MQTT,125.547,23.551,9.582,10.226,0.6722
actuator-167,MQTT,134.339,9.046,10.865,4.476,0.3876
actuator-167,MQTT,131.108,28.823,2.476,1.887,0.5545
actuator-167,MQTT,152.259,32.134,13.405,4.39,0.0
actuator-167,MQTT,114.014,13.857,7.215,3.432,0.6318
actuator-167,MQTT,117.514,15.436,7.738,2.881,0.8299
actuator-167,MQTT,121.652,13.918,7.887,5.15,1.1531
actuator-167,MQTT,145.911,22.81,3.346,6.762,0.9836
actuator-167,MQTT,122.748,8.499,5.986,16.263,1.2604
camera-168,CoAP,1721.674,61.819,1.517,242.554,0.2256
camera-168,CoAP,1604.231,37.787,3.422,162.014,0.0
camera-168,CoAP,1924.083,34.646,2.748,151.796,0.7626
camera-168,CoAP,2909.05,79.698,5.474,167.257,0.7713
camera-168,CoAP,1046.147,86.293,0.1,71.751,1.0161
gateway-169,HTTPS,592.074,70.458,7.704,0.05,1.6883
gateway-169,HTTPS,1462.594,35.827,12.6,45.02,0.759
gateway-169,HTTPS,1193.032,66.552,5.785,60.332,0.5357
gateway-169,HTTPS,1428.982,30.637,10.132,93.059,2.9572
gateway-169,HTTPS,1856.593,52.333,14.065,82.78,0.5229
gateway-169,HTTPS,354.55,38.499,2.265,47.723,1.2608
smart_meter-170,LoRaWAN,22.337,155.023,1.585,0.544,0.4931
smart_meter-170,LoRaWAN,28.256,222.399,1.674,0.65,5.1464
smart_meter-170,LoRaWAN,23.794,146.538,0.758,0.258,4.6004
smart_meter-170,LoRaWAN,24.707,228.437,0.1,0.313,3.5628
env_sensor-171,HTTPS,51.914,16.006,0.925,0.755,0.8304
env_sensor-171,HTTPS,102.107,27.715,3.404,4.827,0.5663
env_sensor-171,HTTPS,107.136,29.165,3.833,5.946,2.2439
env_sensor-171,HTTPS,57.85,22.181,3.695,4.09,1.4858
env_sensor-171,HTTPS,93.555,20.361,5.501,1.202,0.0
env_sensor-171,HTTPS,88.167,6.621,4.114,4.715,2.24
env_sensor-171,HTTPS,40.595,34.345,4.345,7.604,0.0353
actuator-172,MQTT,198.766,21.422,5.343,11.034,1.8371
actuator-172,MQTT,98.177,30.068,7.566,8.966,1.4941
actuator-172,MQTT,58.94,11.127,6.483,14.911,1.6368
actuator-172,MQTT,149.049,23.219,8.41,16.769,0.4896
actuator-172,MQTT,103.529,11.589,8.352,8.941,2.3922
actuator-172,MQTT,95.668,28.288,12.964,15.732,1.7133
actuator-172,MQTT,112.281,20.522,5.818,11.295,0.0498
actuator-172,MQTT,127.74,20.143,12.614,9.558,1.7078
actuator-172,MQTT,41.598,19.461,3.149,11.836,0.8112
camera-173,CoAP,2125.289,108.457,0.1,23.127,0.0
camera-173,CoAP,1271.241,85.723,6.778,149.037,1.2335
camera-173,CoAP,1763.585,67.617,1.287,9.767,0.3622
camera-173,CoAP,1395.569,67.87,3.73,92.569,0.0
camera-173,CoAP,1215.714,49.221,2.663,132.795,0.0
gateway-174,CoAP,97.786,65.286,9.12,43.075,2.1762
gateway-174,CoAP,1598.715,34.356,9.951,10.708,0.0
gateway-174,CoAP,930.091,26.389,9.203,54.001,0.6606
gateway-174,CoAP,598.898,95.408,4.526,50.689,1.2141
smart_meter-175,LoRaWAN,33.917,137.105,3.032,0.443,2.0981
smart_meter-175,LoRaWAN,27.883,134.567,0.243,0.05,0.0
smart_meter-175,LoRaWAN,15.241,140.599,4.482,0.744,1.1637
smart_meter-175,LoRaWAN,23.506,270.246,3.261,0.05,3.4123
env_sensor-176,MQTT,81.356,26.396,4.619,4.184,1.1814
env_sensor-176,MQTT,62.424,17.904,2.68,7.307,1.7328
env_sensor-176,MQTT,86.758,9.185,4.723,4.261,2.2826
env_sensor-176,MQTT,89.318,25.475,4.824,4.355,1.5123
env_sensor-176,MQTT,58.958,17.313,2.898,4.811,1.6426
env_sensor-176,MQTT,89.603,32.531,3.06,8.727,0.9746
env_sensor-176,MQTT,92.747,3.092,3.644,7.566,1.5029
actuator-177,MQTT,43.064,9.789,5.413,4.162,0.2385
actuator-177,MQTT,123.592,12.79,3.311,9.969,0.9844
actuator-177,MQTT,116.465,16.852,3.27,12.501,1.4496
actuator-177,MQTT,143.243,16.245,4.782,15.222,0.7542
actuator-177,MQTT,120.253,17.172,3.259,4.614,0.9153
actuator-177,MQTT,61.462,9.863,5.817,5.509,0.3822
actuator-177,MQTT,138.294,26.251,8.2,8.785,0.8925
actuator-177,MQTT,116.935,14.707,5.998,7.747,1.1439
actuator-177,MQTT,144.218,23.104,2.485,7.385,1.6433
actuator-177,MQTT,149.993,23.401,3.667,5.304,0.66
camera-178,LoRaWAN,1582.454,50.037,5.237,63.171,1.0069
camera-178,LoRaWAN,2428.871,22.039,4.224,48.985,0.0
camera-178,LoRaWAN,668.278,52.388,3.053,138.806,0.899
camera-178,LoRaWAN,740.297,46.363,1.13,128.751,0.7315
camera-178,LoRaWAN,1581.496,1.0,7.62,84.034,0.5667
gateway-179,CoAP,1084.054,16.173,2.027,102.538,0.8486
gateway-179,CoAP,8.0,39.341,3.769,83.925,1.9432
gateway-179,CoAP,449.073,31.765,1.298,78.199,1.1934
gateway-179,CoAP,968.662,69.739,12.645,42.408,0.0
gateway-179,CoAP,516.832,36.278,9.897,88.407,1.0319
gateway-179,CoAP,1801.24,17.742,2.592,80.496,0.0
gateway-179,CoAP,1050.268,1.0,10.765,36.044,0.0
gateway-179,CoAP,927.153,83.413,13.284,0.05,2.4232
gateway-179,CoAP,119.729,64.734,4.961,61.74,3.1523
gateway-179,CoAP,1138.041,59.456,6.34,23.655,1.6005
smart_meter-180,LoRaWAN,41.525,291.48,1.959,0.494,4.5841
smart_meter-180,LoRaWAN,30.065,162.289,4.431,0.181,1.9393
smart_meter-180,LoRaWAN,31.924,275.134,0.1,0.288,1.9925
smart_meter-180,LoRaWAN,27.158,215.346,0.1,0.425,2.754
smart_meter-180,LoRaWAN,31.878,135.378,2.666,0.05,0.0
smart_meter-180,LoRaWAN,39.425,248.673,2.991,0.236,0.0
env_sensor-181,MQTT,90.27,54.104,2.123,3.095,3.9801
env_sensor-181,MQTT,79.252,12.896,2.02,3.911,1.6616
env_sensor-181,MQTT,52.54,33.108,4.668,0.4,1.8066
env_sensor-181,MQTT,60.374,35.469,6.061,0.05,1.3455
env_sensor-181,MQTT,46.736,17.986,2.717,3.287,0.0715
env_sensor-181,MQTT,77.653,33.33,3.555,0.05,0.8802
env_sensor-181,MQTT,87.525,12.435,2.032,0.05,2.1434
env_sensor-181,MQTT,56.638,21.515,6.783,2.982,0.9207
env_sensor-181,MQTT,64.293,27.226,1.406,0.679,1.8101
actuator-182,MQTT,89.305,25.571,6.832,6.064,0.0805
actuator-182,MQTT,147.415,17.01,3.723,4.647,0.3045
actuator-182,MQTT,104.464,10.711,6.367,5.964,1.3029
actuator-182,MQTT,126.558,11.054,5.669,14.805,1.6675
actuator-182,MQTT,96.432,9.097,6.748,5.091,0.0
actuator-182,MQTT,62.931,14.956,8.338,4.975,0.1318
camera-183,MQTT,3001.346,54.547,3.339,78.864,0.8067
camera-183,MQTT,2309.792,66.163,1.184,116.424,0.5442
camera-183,MQTT,1299.204,50.928,0.99,203.062,0.9702
camera-183,MQTT,1683.875,57.104,4.321,49.962,0.2631
camera-183,MQTT,686.186,58.083,0.1,163.828,0.0
camera-183,MQTT,2470.693,60.449,0.1,167.996,0.3953
camera-183,MQTT,756.044,63.836,5.354,209.47,0.7755
camera-183,MQTT,2001.861,80.57,1.571,214.947,1.2317
camera-183,MQTT,409.035,17.615,1.313,50.331,0.3537
gateway-184,LoRaWAN,519.898,90.993,7.646,103.311,1.0359
gateway-184,LoRaWAN,1320.528,57.678,11.61,126.377,1.9995
gateway-184,LoRaWAN,542.352,29.183,6.702,158.676,0.0
gateway-184,LoRaWAN,567.097,58.269,8.875,82.244,1.5898
gateway-184,LoRaWAN,1955.149,36.782,11.824,32.816,1.0395
gateway-184,LoRaWAN,737.475,28.937,9.949,121.012,0.9239
gateway-184,LoRaWAN,721.051,28.846,12.753,46.818,1.9179
gateway-184,LoRaWAN,1359.804,19.584,3.517,13.724,0.0486
smart_meter-185,CoAP,40.531,176.889,3.129,0.708,3.1511
smart_meter-185,CoAP,25.493,249.065,2.416,0.472,3.7925
smart_meter-185,CoAP,19.342,193.765,2.636,0.587,3.7989
smart_meter-185,CoAP,20.08,184.481,1.315,0.313,3.892
smart_meter-185,CoAP,22.007,219.267,0.626,0.591,3.7186
smart_meter-185,CoAP,37.565,151.972,0.87,0.396,4.5668
smart_meter-185,CoAP,17.979,112.749,1.822,0.332,4.9619
smart_meter-185,CoAP,43.138,98.959,1.125,0.748,3.4515
smart_meter-185,CoAP,21.904,127.779,0.783,0.495,2.7182
smart_meter-185,CoAP,26.837,158.874,0.951,0.27,3.6058
smart_meter-185,CoAP,22.031,119.239,2.414,0.278,1.8996
env_sensor-186,MQTT,32.762,24.369,0.1,7.449,1.9373
env_sensor-186,MQTT,97.22,28.86,2.329,2.776,0.8007
env_sensor-186,MQTT,31.15,36.008,3.708,2.066,0.9996
env_sensor-186,MQTT,72.181,40.366,3.306,7.579,2.8683
env_sensor-186,MQTT,20.444,31.367,2.25,6.056,0.0
env_sensor-186,MQTT,97.902,26.938,2.078,2.117,1.7529
env_sensor-186,MQTT,32.761,7.935,5.647,1.445,1.7234
env_sensor-186,MQTT,45.911,43.605,2.244,5.192,2.8826
actuator-187,HTTPS,97.423,9.185,2.781,6.46,2.114
actuator-187,HTTPS,111.918,9.953,2.683,8.212,0.7894
actuator-187,HTTPS,101.854,11.435,8.078,15.944,0.7595
actuator-187,HTTPS,66.613,30.176,6.782,3.329,0.5294
actuator-187,HTTPS,100.136,34.992,6.238,6.533,1.1411
actuator-187,HTTPS,159.605,19.667,11.504,10.013,1.0051
actuator-187,HTTPS,89.488,24.451,6.78,8.819,0.9048
actuator-187,HTTPS,116.454,7.971,10.141,7.906,0.5391
actuator-187,HTTPS,116.244,28.195,5.888,10.405,0.5648
actuator-187,HTTPS,143.232,18.659,5.424,6.711,0.0
actuator-187,HTTPS,79.502,6.811,9.112,7.804,1.1373
camera-188,CoAP,1795.644,89.181,4.535,149.149,0.7972
camera-188,CoAP,1855.447,74.647,4.544,92.296,2.0127
camera-188,CoAP,1122.748,71.872,0.1,145.268,0.0133
camera-188,CoAP,1434.882,69.104,4.875,51.682,0.4952
camera-188,CoAP,929.302,50.217,4.622,152.882,0.9381
camera-188,CoAP,1853.375,70.049,2.961,19.2,0.6541
camera-188,CoAP,1737.42,38.798,2.751,151.916,0.6853
gateway-189,HTTPS,1354.53,1.0,4.244,64.05,1.4896
gateway-189,HTTPS,999.954,79.529,18.757,57.821,1.4576
gateway-189,HTTPS,1301.593,54.065,3.33,86.07,0.3285
gateway-189,HTTPS,934.127,40.391,5.265,96.895,0.0
gateway-189,HTTPS,1065.083,1.0,9.684,88.705,2.5752
gateway-189,HTTPS,366.322,68.44,10.196,52.767,1.5985
gateway-189,HTTPS,878.069,28.589,1.373,59.128,1.8419
gateway-189,HTTPS,587.309,44.178,9.751,109.053,0.3457
gateway-189,HTTPS,737.759,48.492,10.185,80.054,0.0
gateway-189,HTTPS,359.377,38.199,18.566,47.511,0.5731
smart_meter-190,LoRaWAN,30.768,207.83,5.532,0.408,6.1982
smart_meter-190,LoRaWAN,24.052,135.991,3.083,0.22,5.1223
smart_meter-190,LoRaWAN,33.042,176.312,2.715,0.54,0.9661
smart_meter-190,LoRaWAN,28.863,186.179,3.375,0.644,8.0735
smart_meter-190,LoRaWAN,21.376,184.396,2.529,0.627,3.067
smart_meter-190,LoRaWAN,28.245,178.242,2.518,0.05,6.7616
smart_meter-190,LoRaWAN,22.09,150.028,6.156,0.135,3.9479
env_sensor-191,LoRaWAN,34.976,20.052,3.6,0.349,1.394
env_sensor-191,LoRaWAN,62.747,25.481,0.827,5.128,2.844
env_sensor-191,LoRaWAN,79.481,9.257,4.825,1.032,1.3859
env_sensor-191,LoRaWAN,50.02,41.986,0.733,6.336,2.7165
env_sensor-191,LoRaWAN,43.383,19.926,2.696,0.604,1.3401
env_sensor-191,LoRaWAN,63.154,9.688,5.439,7.492,2.2529
actuator-192,CoAP,139.82,17.476,12.247,7.272,1.2002
actuator-192,CoAP,65.5,6.679,4.854,10.639,1.4898
actuator-192,CoAP,92.179,22.42,8.715,13.96,0.1457
actuator-192,CoAP,77.781,15.108,6.18,5.665,1.9826
actuator-192,CoAP,104.763,20.294,1.079,9.909,1.4274
actuator-192,CoAP,131.566,14.098,2.997,7.551,1.6587
actuator-192,CoAP,109.581,19.252,5.603,16.877,1.8026
actuator-192,CoAP,113.553,13.386,7.667,12.2,0.9815
actuator-192,CoAP,74.522,10.573,2.13,13.192,0.4663
actuator-192,CoAP,114.424,27.745,4.502,7.577,0.3114
camera-193,HTTPS,2037.632,49.464,4.275,230.828,0.4219
camera-193,HTTPS,1675.986,45.746,6.746,129.511,0.0973
camera-193,HTTPS,657.952,33.492,3.655,206.029,1.3874
camera-193,HTTPS,789.653,46.097,4.963,113.895,1.5354
camera-193,HTTPS,1426.588,87.259,4.521,298.284,1.4823
camera-193,HTTPS,2064.613,37.383,5.763,147.906,0.8321
camera-193,HTTPS,2230.654,100.877,2.317,229.974,1.047
camera-193,HTTPS,293.94,16.094,7.137,0.05,0.0157
camera-193,HTTPS,185.72,31.123,4.885,188.349,0.5973
camera-193,HTTPS,887.812,66.272,3.384,192.454,0.4315
camera-193,HTTPS,1030.632,51.941,4.037,72.513,0.8117
gateway-194,HTTPS,782.084,43.218,10.637,51.568,1.5033
gateway-194,HTTPS,1935.267,39.936,9.074,75.627,0.0
gateway-194,HTTPS,1263.703,21.68,14.368,53.216,0.5348
gateway-194,HTTPS,1131.382,75.602,5.648,112.247,0.0143
gateway-194,HTTPS,1812.649,12.237,5.136,0.05,1.7434
gateway-194,HTTPS,355.099,33.822,17.197,17.957,1.0996
gateway-194,HTTPS,566.007,48.44,6.801,25.243,0.8231
gateway-194,HTTPS,1040.192,24.407,9.062,80.636,0.0
gateway-194,HTTPS,849.419,79.23,9.42,37.784,1.5345
smart_meter-195,LoRaWAN,24.672,227.72,1.139,0.716,0.2094
smart_meter-195,LoRaWAN,28.9,174.062,1.1,0.352,0.8659
smart_meter-195,LoRaWAN,35.213,79.637,2.683,0.571,3.8197
smart_meter-195,LoRaWAN,30.712,166.34,3.177,0.662,2.9371
smart_meter-195,LoRaWAN,41.502,155.443,3.682,0.339,3.3972
smart_meter-195,LoRaWAN,22.506,200.773,2.237,0.228,3.7383
env_sensor-196,MQTT,62.432,27.201,3.946,2.444,1.2423
env_sensor-196,MQTT,92.189,34.765,6.929,5.798,1.047
env_sensor-196,MQTT,83.527,14.883,2.283,4.356,2.6031
env_sensor-196,MQTT,81.855,33.591,3.872,4.819,3.1871
env_sensor-196,MQTT,95.008,41.345,4.743,4.31,0.0742
env_sensor-196,MQTT,71.536,10.459,1.765,1.288,0.9351
env_sensor-196,MQTT,97.948,28.769,0.1,2.473,0.7246
env_sensor-196,MQTT,65.273,28.396,4.471,9.274,1.4105
env_sensor-196,MQTT,8.0,8.578,0.1,7.015,0.9508
env_sensor-196,MQTT,51.981,15.559,3.73,3.332,2.0627
actuator-197,MQTT,146.585,18.306,1.329,6.447,0.098
actuator-197,MQTT,108.094,6.951,2.24,5.778,0.0491
actuator-197,MQTT,156.915,32.093,3.998,11.28,0.9394
actuator-197,MQTT,131.441,8.649,6.071,13.025,1.8828
actuator-197,MQTT,108.477,1.293,12.045,10.506,1.644
actuator-197,MQTT,103.948,13.576,6.074,13.098,1.7023
actuator-197,MQTT,147.846,20.03,3.098,1.449,0.0
actuator-197,MQTT,157.868,12.879,6.661,6.063,1.763
actuator-197,MQTT,99.38,23.644,7.195,6.632,1.0345
camera-198,HTTPS,2291.14,68.318,0.1,95.97,0.8275
camera-198,HTTPS,1510.41,40.347,3.183,44.87,0.9224
camera-198,HTTPS,1053.44,59.126,3.308,179.062,1.1635
camera-198,HTTPS,319.99,80.443,0.779,204.072,1.308
camera-198,HTTPS,1398.456,63.988,7.977,91.39,1.1737
camera-198,HTTPS,1100.898,36.93,3.704,40.039,0.8418
camera-198,HTTPS,956.408,70.94,5.611,130.854,0.1636
camera-198,HTTPS,1564.316,21.111,3.816,114.313,0.6901
camera-198,HTTPS,1324.619,58.78,6.259,100.602,0.1984
camera-198,HTTPS,8.0,46.099,1.129,223.198,0.4474
gateway-199,MQTT,8.0,41.048,11.002,154.308,1.3735
gateway-199,MQTT,804.435,32.916,13.465,11.807,1.2723
gateway-199,MQTT,8.0,86.873,13.351,19.402,0.0
gateway-199,MQTT,758.422,46.346,8.94,59.752,3.0991
smart_meter-200,LoRaWAN,26.872,235.444,0.852,0.224,4.5885
smart_meter-200,LoRaWAN,26.077,247.44,1.685,0.05,3.9417
smart_meter-200,LoRaWAN,15.306,130.229,0.1,0.17,3.6956
smart_meter-200,LoRaWAN,32.685,135.44,0.1,0.05,1.9198
smart_meter-200,LoRaWAN,18.639,181.445,2.02,0.219,1.8238
smart_meter-200,LoRaWAN,29.322,152.383,2.898,0.143,5.6041
smart_meter-200,LoRaWAN,38.652,97.334,0.998,0.369,3.5464
smart_meter-200,LoRaWAN,17.901,198.918,3.741,0.556,6.3704
smart_meter-200,LoRaWAN,29.972,107.692,3.874,0.228,4.1178
env_sensor-201,MQTT,75.854,47.746,0.1,4.388,1.6645
env_sensor-201,MQTT,72.526,40.862,6.143,3.058,0.7974
env_sensor-201,MQTT,72.328,21.194,6.097,0.05,1.815
env_sensor-201,MQTT,37.884,20.288,2.732,3.484,0.3658
env_sensor-201,MQTT,55.56,34.583,0.447,5.511,1.1714
env_sensor-201,MQTT,36.741,19.452,4.838,6.887,0.8425
env_sensor-201,MQTT,74.092,21.614,4.086,4.17,2.6841
actuator-202,MQTT,52.445,30.24,3.827,9.485,1.7399
actuator-202,MQTT,119.664,28.959,4.436,3.685,1.2602
actuator-202,MQTT,80.582,16.974,4.175,7.243,0.4566
actuator-202,MQTT,104.344,28.052,7.417,5.729,0.1866
actuator-202,MQTT,71.68,13.046,10.909,8.972,1.2396
actuator-202,MQTT,93.255,24.403,5.875,3.186,0.4252
actuator-202,MQTT,107.354,24.208,5.701,6.832,0.204
actuator-202,MQTT,93.197,16.316,5.655,11.059,0.0777
actuator-202,MQTT,115.433,24.514,1.66,1.657,0.1162
actuator-202,MQTT,133.943,25.427,2.994,6.626,0.0
actuator-202,MQTT,107.662,24.022,3.567,7.868,1.6148
camera-203,HTTPS,1066.734,68.206,2.814,0.05,0.5299
camera-203,HTTPS,2044.219,42.312,4.33,185.687,1.2429
camera-203,HTTPS,1562.306,46.949,5.417,38.279,0.1311
camera-203,HTTPS,1706.982,55.646,4.468,166.627,0.1812
camera-203,HTTPS,2412.552,97.953,8.239,0.05,0.0314
camera-203,HTTPS,1671.884,109.926,6.414,171.863,0.3891
camera-203,HTTPS,1866.917,61.262,5.977,13.986,0.4162
camera-203,HTTPS,227.659,88.28,0.1,84.56,0.951
camera-203,HTTPS,2155.576,87.801,0.897,243.242,1.3749
camera-203,HTTPS,1752.41,81.309,1.451,254.867,0.8699
camera-203,HTTPS,2469.683,82.141,0.1,20.579,1.0911
gateway-204,LoRaWAN,477.847,33.679,15.98,0.832,0.0
gateway-204,LoRaWAN,127.861,47.151,8.475,77.406,0.0
gateway-204,LoRaWAN,829.544,45.347,5.926,0.05,1.2262
gateway-204,LoRaWAN,783.297,68.77,10.859,86.266,1.4065
gateway-204,LoRaWAN,311.588,57.149,18.64,72.903,0.4663
gateway-204,LoRaWAN,1027.013,36.9,8.488,99.711,0.0
gateway-204,LoRaWAN,301.069,49.363,5.1,0.05,1.0086
gateway-204,LoRaWAN,1292.741,43.65,12.262,52.778,2.1479
gateway-204,LoRaWAN,958.285,81.306,3.152,166.921,0.5153
gateway-204,LoRaWAN,1528.182,54.266,10.293,55.588,1.8232
gateway-204,LoRaWAN,91.597,25.851,13.324,133.909,0.3499
smart_meter-205,HTTPS,44.317,229.008,1.55,0.396,6.3631
smart_meter-205,HTTPS,24.938,217.266,2.311,0.05,0.7398
smart_meter-205,HTTPS,27.093,217.084,0.976,0.24,2.9773
smart_meter-205,HTTPS,25.065,109.268,2.284,0.617,3.4157
env_sensor-206,MQTT,107.606,17.928,2.915,3.018,2.8392
env_sensor-206,MQTT,72.737,30.676,0.1,1.101,0.8437
env_sensor-206,MQTT,36.703,43.184,3.704,10.067,0.0
env_sensor-206,MQTT,90.223,24.947,3.361,1.493,0.5746
env_sensor-206,MQTT,84.026,29.516,1.276,2.126,1.9134
actuator-207,LoRaWAN,117.489,19.089,8.074,5.535,1.63
actuator-207,LoRaWAN,88.214,30.299,6.684,12.107,1.0246
actuator-207,LoRaWAN,113.514,6.462,4.724,13.06,1.7286
actuator-207,LoRaWAN,73.785,22.191,5.578,4.802,0.0309
actuator-207,LoRaWAN,93.481,34.928,4.226,5.742,1.1501
actuator-207,LoRaWAN,103.965,32.505,0.487,7.713,0.7134
actuator-207,LoRaWAN,95.769,27.893,10.86,5.504,0.4364
actuator-207,LoRaWAN,106.945,4.978,2.805,8.407,0.3921
actuator-207,LoRaWAN,84.448,40.154,9.867,7.8,1.261
actuator-207,LoRaWAN,139.733,11.215,7.707,15.924,0.0
camera-208,CoAP,1646.228,29.441,1.037,138.426,0.0
camera-208,CoAP,944.446,89.558,1.111,128.539,0.8549
camera-208,CoAP,2675.489,50.129,3.372,15.02,0.5125
camera-208,CoAP,666.386,45.901,1.135,148.964,1.3887
camera-208,CoAP,936.26,47.181,4.008,68.071,0.3826
camera-208,CoAP,776.107,49.433,6.022,89.64,0.5025
camera-208,CoAP,1719.895,36.242,3.363,183.064,1.1637
camera-208,CoAP,1282.451,60.388,2.649,46.616,0.4952
camera-208,CoAP,1387.029,64.061,7.976,142.638,0.4822
camera-208,CoAP,1986.988,39.469,7.584,101.068,0.6709
gateway-209,CoAP,741.739,64.371,17.916,105.852,1.1769
gateway-209,CoAP,648.838,71.047,12.238,67.097,0.6274
gateway-209,CoAP,604.836,29.005,11.16,20.11,0.0
gateway-209,CoAP,1094.228,49.642,13.763,0.05,2.3241
smart_meter-210,MQTT,41.932,219.789,0.1,0.211,2.8122
smart_meter-210,MQTT,44.513,151.227,0.119,0.05,0.0262
smart_meter-210,MQTT,36.838,181.093,0.175,0.05,0.0
smart_meter-210,MQTT,19.459,123.992,0.1,0.823,5.1133
smart_meter-210,MQTT,26.869,174.307,1.19,0.05,5.6889
smart_meter-210,MQTT,20.271,318.694,5.683,0.173,2.2536
smart_meter-210,MQTT,25.924,163.109,1.643,0.431,3.3344
smart_meter-210,MQTT,43.085,100.614,5.206,0.319,1.9985
smart_meter-210,MQTT,25.589,237.572,5.054,0.528,0.6447
env_sensor-211,MQTT,73.66,9.712,6.305,6.813,1.4239
env_sensor-211,MQTT,69.351,32.476,2.642,4.073,0.0
env_sensor-211,MQTT,91.751,40.255,0.338,2.722,0.1665
env_sensor-211,MQTT,113.278,15.707,3.481,8.405,0.0352
env_sensor-211,MQTT,76.125,21.774,1.231,4.429,1.6252
env_sensor-211,MQTT,82.251,13.463,1.842,7.279,0.1295
env_sensor-211,MQTT,102.781,20.562,4.174,3.222,0.2034
env_sensor-211,MQTT,74.211,49.527,3.839,1.911,0.905
env_sensor-211,MQTT,93.333,30.083,2.284,5.61,0.0
env_sensor-211,MQTT,67.643,22.033,2.091,2.592,1.3212
env_sensor-211,MQTT,55.86,24.045,5.09,2.222,0.3121
actuator-212,CoAP,125.172,24.214,4.006,13.999,1.5139
actuator-212,CoAP,81.893,21.629,6.502,10.71,0.5154
actuator-212,CoAP,99.923,22.832,1.974,9.562,0.4229
actuator-212,CoAP,109.688,12.315,4.081,3.842,1.0592
actuator-212,CoAP,149.856,25.656,2.863,10.889,0.3656
actuator-212,CoAP,147.078,23.037,5.998,14.68,1.1164
camera-213,HTTPS,1926.401,74.178,2.897,130.198,1.4015
camera-213,HTTPS,1158.674,60.118,5.412,26.829,0.3153
camera-213,HTTPS,1902.046,83.343,0.1,206.835,0.4305
camera-213,HTTPS,1243.919,71.719,2.703,93.66,1.6184
camera-213,HTTPS,1159.155,111.216,3.802,129.922,0.7962
camera-213,HTTPS,1416.291,64.923,0.1,135.837,1.1476
